status,reason,category,subcategory,prefab_name,prefab_path,canonical_path,width,height,depth
"placed","","Decorations","Decorations","SFT_Book_Red_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Red_005.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Book_Red_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Red_006.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Book_Red_007","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Red_007.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Book_Red_008","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Red_008.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Book_Yellow_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Yellow_001.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Book_Yellow_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Yellow_002.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Book_Yellow_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Yellow_003.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Book_Yellow_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Books/SFT_Book_Yellow_004.prefab","",0.183,0.246,0.065
"placed","","Decorations","Decorations","SFT_Box","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Box/Individual Pieces/SFT_Box.prefab","",0.699,0.7,0.699
"placed","","Decorations","Decorations","SFT_Box_Lid","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Box/Individual Pieces/SFT_Box_Lid.prefab","",0.565,0.018,0.565
"placed","","Decorations","Decorations","SFT_Box","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Box/SFT_Box.prefab","",0.699,0.7,0.699
"placed","","Decorations","Decorations","SFT_Broom","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Broom and Mop/SFT_Broom.prefab","",0.092,1.431,0.277
"placed","","Decorations","Decorations","SFT_Mop","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Broom and Mop/SFT_Mop.prefab","",0.208,1.403,0.215
"placed","","Decorations","Decorations","SFT_Bucket_Empty","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Buckets/Individual Pieces/SFT_Bucket_Empty.prefab","",0.346,0.302,0.349
"placed","","Decorations","Decorations","SFT_Bucket_Handle","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Buckets/Individual Pieces/SFT_Bucket_Handle.prefab","",0.06,0.329,0.443
"placed","","Decorations","Decorations","SFT_Bucket_Water","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Buckets/Individual Pieces/SFT_Bucket_Water.prefab","",0.346,0.302,0.349
"placed","","Decorations","Decorations","SFT_Bucket_Empty","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Buckets/SFT_Bucket_Empty.prefab","",0.379,0.302,0.443
"placed","","Decorations","Decorations","SFT_Bucket_Water 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Buckets/SFT_Bucket_Water 1.prefab","",0.504,0.971,0.535
"placed","","Decorations","Decorations","SFT_Bucket_Water","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Buckets/SFT_Bucket_Water.prefab","",0.379,0.302,0.443
"placed","","Decorations","Decorations","SFT_Chain.001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chains/SFT_Chain.001.prefab","",3.638,1.165,0.175
"placed","","Decorations","Decorations","SFT_Chain","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chains/SFT_Chain.prefab","",0.072,0.685,0.072
"placed","","LightsFX","LightsFX","SFT_Candle_001 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/Candle_On/SFT_Candle_001 1.prefab","",0.14,0.263,0.139
"placed","","LightsFX","LightsFX","SFT_Candle_002 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/Candle_On/SFT_Candle_002 1.prefab","",0.239,0.268,0.253
"placed","","LightsFX","LightsFX","SFT_Candle_003 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/Candle_On/SFT_Candle_003 1.prefab","",0.28,0.45,0.287
"placed","","LightsFX","LightsFX","SFT_Candle_004 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/Candle_On/SFT_Candle_004 1.prefab","",0.263,0.299,0.263
"placed","","LightsFX","LightsFX","SFT_Candle_006 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/Candle_On/SFT_Candle_006 1.prefab","",0.159,0.41,0.156
"placed","","LightsFX","LightsFX","SFT_Candle_Fire (2)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/Candle_On/SFT_Candle_Fire (2).prefab","",0.103,0.175,0.103
"placed","","LightsFX","LightsFX","SFT_Candle_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/SFT_Candle_001.prefab","",0.14,0.212,0.139
"placed","","LightsFX","LightsFX","SFT_Candle_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/SFT_Candle_002.prefab","",0.239,0.207,0.254
"placed","","LightsFX","LightsFX","SFT_Candle_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/SFT_Candle_003.prefab","",0.28,0.403,0.287
"placed","","LightsFX","LightsFX","SFT_Candle_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/SFT_Candle_004.prefab","",0.263,0.246,0.263
"placed","","LightsFX","LightsFX","SFT_Candle_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/SFT_Candle_005.prefab","",0.142,0.173,0.143
"placed","","LightsFX","LightsFX","SFT_Candle_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Candles/SFT_Candle_006.prefab","",0.159,0.365,0.156
"placed","","LightsFX","LightsFX","SFT_Chandelier_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_001.prefab","",0.198,0.526,0.197
"placed","","LightsFX","LightsFX","SFT_Chandelier_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_002.prefab","",0.224,0.896,0.66
"placed","","LightsFX","LightsFX","SFT_Chandelier_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_003.prefab","",0.224,0.896,0.66
"placed","","LightsFX","LightsFX","SFT_Chandelier_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_004.prefab","",0.224,0.736,0.223
"placed","","LightsFX","LightsFX","SFT_Chandelier_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_005.prefab","",0.224,0.736,0.223
"placed","","LightsFX","LightsFX","SFT_Chandelier_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_006.prefab","",0.198,0.526,0.197
"placed","","LightsFX","LightsFX","SFT_Chandelier_Ceiling_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_Ceiling_001.prefab","",2.183,2.878,2.196
"placed","","LightsFX","LightsFX","SFT_Chandelier_Ceiling_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_Ceiling_002.prefab","",2.183,2.878,2.196
"placed","","LightsFX","LightsFX","SFT_Chandelier_Floor_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_Floor_001.prefab","",1.149,1.717,1.157
"placed","","LightsFX","LightsFX","SFT_Chandelier_Floor_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/Off/SFT_Chandelier_Floor_002.prefab","",1.149,1.611,1.157
"placed","","LightsFX","LightsFX","SFT_Chandelier_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_001.prefab","",0.198,0.493,0.197
"placed","","LightsFX","LightsFX","SFT_Chandelier_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_002.prefab","",0.224,0.944,0.66
"placed","","LightsFX","LightsFX","SFT_Chandelier_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_003.prefab","",0.224,0.944,0.66
"placed","","LightsFX","LightsFX","SFT_Chandelier_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_004.prefab","",0.224,0.791,0.223
"placed","","LightsFX","LightsFX","SFT_Chandelier_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_005.prefab","",0.224,0.791,0.223
"placed","","LightsFX","LightsFX","SFT_Chandelier_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_006.prefab","",0.198,0.573,0.197
"placed","","LightsFX","LightsFX","SFT_Chandelier_Ceiling_001 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_Ceiling_001 1.prefab","",2.183,2.878,2.196
"placed","","LightsFX","LightsFX","SFT_Chandelier_Ceiling_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_Ceiling_002.prefab","",2.183,2.878,2.196
"placed","","LightsFX","LightsFX","SFT_Chandelier_Floor_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_Floor_001.prefab","",1.149,1.726,1.157
"placed","","LightsFX","LightsFX","SFT_Chandelier_Floor_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/Chandelier + Candle/On/SFT_Chandelier_Floor_002.prefab","",1.149,1.645,1.157
"placed","","LightsFX","LightsFX","SFT_Chandelier_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_001.prefab","",0.198,0.325,0.197
"placed","","LightsFX","LightsFX","SFT_Chandelier_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_002.prefab","",0.224,0.538,0.66
"placed","","LightsFX","LightsFX","SFT_Chandelier_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_003.prefab","",0.224,0.538,0.66
"placed","","LightsFX","LightsFX","SFT_Chandelier_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_004.prefab","",0.224,0.538,0.223
"placed","","LightsFX","LightsFX","SFT_Chandelier_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_005.prefab","",0.224,0.538,0.223
"placed","","LightsFX","LightsFX","SFT_Chandelier_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_006.prefab","",0.198,0.325,0.197
"placed","","LightsFX","LightsFX","SFT_Chandelier_Ceiling_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_Ceiling_001.prefab","",2.183,2.878,2.196
"placed","","LightsFX","LightsFX","SFT_Chandelier_Ceiling_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_Ceiling_002.prefab","",2.183,2.878,2.196
"placed","","LightsFX","LightsFX","SFT_Chandelier_Floor_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_Floor_001.prefab","",1.149,1.584,1.157
"placed","","LightsFX","LightsFX","SFT_Chandelier_Floor_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chandeliers and Candles/Chandeliers/SFT_Chandelier_Floor_002.prefab","",1.149,1.478,1.157
"placed","","Decorations","Decorations","SFT_Chemney 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chemney/SFT_Chemney 1.prefab","",1.029,1.394,2.087
"placed","","Decorations","Decorations","SFT_Chemney","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chemney/SFT_Chemney.prefab","",1.029,1.394,2.088
"placed","","Decorations","Decorations","SFT_Wind_Blower","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chemney/Wind Blower/SFT_Wind_Blower.prefab","",0.275,0.229,0.669
"placed","","Decorations","Decorations","SFT_Chest_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chest/Individual Pieces/SFT_Chest_001.prefab","",0.63,0.283,1.186
"placed","","Decorations","Decorations","SFT_Chest_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chest/Individual Pieces/SFT_Chest_002.prefab","",0.617,0.333,1.312
"placed","","Decorations","Decorations","SFT_Chest_002 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Chest/SFT_Chest_002 1.prefab","",0.642,0.489,1.312
"placed","","Decorations","Decorations","SFT_Feather","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Inkwell and Feather/Individual Pieces/SFT_Feather.prefab","",0.445,0.387,0.164
"placed","","Decorations","Decorations","SFT_Inkwell","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Inkwell and Feather/Individual Pieces/SFT_Inkwell.prefab","",0.119,0.137,0.119
"placed","","Decorations","Decorations","SFT_Inkwell 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Inkwell and Feather/SFT_Inkwell 1.prefab","",0.487,0.435,0.164
"placed","","Decorations","Decorations","SFT_Jukebox","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Jukebox/SFT_Jukebox.prefab","",0.71,1.725,0.907
"placed","","LightsFX","LightsFX","SFT_Chain","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Lamp/SFT_Chain.prefab","",0.328,1.129,0.332
"placed","","LightsFX","LightsFX","SFT_Lamp_Stylized","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Lamp/SFT_Lamp_Stylized.prefab","",0.328,0.449,0.332
"placed","","Decorations","Decorations","SFT_Paper_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Papers/SFT_Paper_001.prefab","",0.421,0.058,0.272
"placed","","Decorations","Decorations","SFT_Paper_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Papers/SFT_Paper_002.prefab","",0.413,0,0.272
"placed","","Decorations","Decorations","SFT_Paper_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Papers/SFT_Paper_003.prefab","",0.421,0.032,0.272
"placed","","Decorations","Decorations","SFT_Paper_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Papers/SFT_Paper_004.prefab","",0.413,0.041,0.272
"placed","","Decorations","Decorations","SFT_Phone","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Phone/SFT_Phone.prefab","",0.33,0.357,0.458
"placed","","Vegetation","Flowers","SFT_Flowers_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_001.prefab","",0.322,0.441,0.311
"placed","","Vegetation","Flowers","SFT_Flowers_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_002.prefab","",0.411,0.14,0.382
"placed","","Vegetation","Flowers","SFT_Flowers_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_003.prefab","",0.411,0.14,0.382
"placed","","Vegetation","Flowers","SFT_Flowers_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_004.prefab","",0.411,0.14,0.382
"placed","","Vegetation","Flowers","SFT_Flowers_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_005.prefab","",0.411,0.14,0.382
"placed","","Vegetation","Flowers","SFT_Flowers_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_006.prefab","",0.322,0.441,0.311
"placed","","Vegetation","Flowers","SFT_Flowers_007","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_007.prefab","",0.322,0.441,0.311
"placed","","Vegetation","Flowers","SFT_Flowers_008","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Flowers_008.prefab","",0.322,0.441,0.311
"placed","","Vegetation","Flowers","SFT_Plant","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers and Plant/SFT_Plant.prefab","",0.984,0.442,0.788
"placed","","Vegetation","Flowers","SFT_Vase_001 (1)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers/SFT_Vase_001 (1).prefab","",0.692,0.646,0.687
"placed","","Vegetation","Flowers","SFT_Vase_001 (2)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Tavern & Kitchen - Low Poly 3D Art/Prefabs/Decorative Props/Plants and Vases/Flowers/SFT_Vase_001 (2).prefab","",0.692,0.646,0.687
